id ra dec hi_size line_flux_integral central_freq pa i w20
34 180.1205291748047 -29.555200576782227 8.178883911243343 5.876615371508528 1140976128.0 311.9270935058594 77.15265655517578 622.1123412458411
35 179.88160705566406 -29.93423080444336 5.327328355874469 5.3629341189664474 1130980992.0 182.02474975585938 41.615089416503906 251.77069288091872
36 179.63490295410156 -29.889236450195312 2.6762982109621314 5.274404386075593 1129240704.0 95.48260498046875 30.69536590576172 57.732279371855974
37 179.98739624023438 -29.507076263427734 9.98241235628304 6.357615489549099 1147804032.0 176.48025512695312 63.15374755859375 307.1570222426377
38 180.08729553222656 -29.735149383544922 7.68778695964155 4.8147987598169815 1119714304.0 213.11158752441406 76.16927337646484 621.1152812942368
39 179.55030822753906 -29.873550415039062 2.7631578208103327 6.303376926539088 1146721280.0 301.36724853515625 77.4809341430664 469.16240926912315
40 180.5546417236328 -30.247028350830078 3.973266077348114 4.876649437020972 1120792192.0 81.35452270507812 72.81854248046875 261.22255480777864
41 179.9714813232422 -30.42632293701172 5.345203554405882 5.482607917128556 1132503168.0 28.363433837890625 49.6314697265625 149.09628304816647
42 180.53536987304688 -29.728729248046875 10.026997614377287 6.418547547948007 1148025344.0 180.15219116210938 70.06309509277344 323.9492516257116
43 179.9647216796875 -30.02227020263672 8.381530816283025 6.263298197491449 1145312128.0 162.15554809570312 77.35034942626953 625.6213477327948
44 180.05844116210938 -29.53676986694336 2.8584045380035947 4.7473756615736535 1116603648.0 340.4813232421875 41.17041778564453 90.1774364895018
45 179.90000915527344 -29.964040756225586 2.6450712863336254 5.0286159805298 1122515840.0 277.9349670410156 22.84417724609375 50.629313366161306
46 180.08660888671875 -29.969480514526367 3.227638347754611 4.959689085177204 1120917760.0 281.08734130859375 49.95901870727539 165.30810374037804
47 180.5138397216797 -30.189552307128906 2.6334660087583788 4.948548656032061 1120500480.0 145.3530731201172 40.70454025268555 67.58415728418991
48 180.09945678710938 -30.14838218688965 2.8445908879300936 4.964441715796268 1120767488.0 272.6954345703125 79.28437805175781 156.2972854342141
49 179.57424926757812 -30.132625579833984 2.8255327274688224 4.854354636778779 1118263296.0 359.1964416503906 85.14995574951172 158.3802916300833
50 179.5216827392578 -30.15087127685547 7.696173537618118 4.756894048987925 1115862272.0 22.678192138671875 75.52580261230469 623.1439606917745
51 180.23635864257812 -30.298423767089844 3.050724495184226 6.11125115628064 1140060416.0 72.48745727539062 82.91915130615234 158.42217662998485
52 179.9330291748047 -30.404600143432617 5.480821934831482 5.719727563543606 1133363328.0 0.269073486328125 23.640941619873047 157.2266309154304
53 179.6856689453125 -29.756980895996094 3.5414170292087332 5.138488651924124 1122083968.0 25.48681640625 63.84648513793945 122.00028186775035
54 179.4755096435547 -29.84221076965332 2.8772881103885593 4.76554888891831 1114148608.0 285.244140625 37.96894073486328 86.15958041238704
55 179.43711853027344 -29.589380264282227 2.6610939788602557 5.036260269430386 1119716096.0 173.585693359375 28.003711700439453 55.79989757057501
56 180.0650634765625 -30.343353271484375 2.554607797957835 4.808508575236854 1114814976.0 216.76548767089844 79.93806457519531 478.25144385786996
57 179.4642791748047 -29.701889038085938 2.6029988662442887 5.076903983708311 1119552768.0 158.3294677734375 70.4917984008789 459.051572433286
58 180.2609405517578 -29.570249557495117 7.89659904117341 5.026622229605005 1117144576.0 1.795074462890625 79.00296020507812 638.3668049360232
59 179.89537048339844 -30.24091911315918 2.9950034512166255 5.3110627151078456 1122201984.0 4.771331787109375 39.76436233520508 89.44986913496629
60 180.3300018310547 -30.12596893310547 4.904742408399163 6.793709132072419 1146823040.0 9.992584228515625 85.00591278076172 200.6625291851692
61 180.57093811035156 -30.345260620117188 10.013448195936682 6.132443209448921 1136200064.0 113.93843841552734 65.89860534667969 320.4500731761266
62 179.5723114013672 -30.445703506469727 2.966180996008543 5.519450571817118 1125421568.0 270.0083312988281 85.37487030029297 185.58270944772192
63 179.89137268066406 -30.4833984375 2.9444258081876993 6.744417492036046 1145330560.0 290.18524169921875 29.942655563354492 58.213107349884886
64 179.7436065673828 -30.078563690185547 3.1963722962808085 5.321330462507661 1121182464.0 347.8329772949219 60.931392669677734 347.00732314621183
65 180.45848083496094 -29.890439987182617 3.077490000739492 5.729820229769393 1128355712.0 202.86178588867188 38.20109939575195 87.50582708988011
66 180.3700714111328 -30.380523681640625 10.271103402290827 6.588593794534834 1142226688.0 221.1507568359375 75.3959732055664 340.36243210310255
67 179.7850341796875 -29.873319625854492 3.029169722903025 5.417849155659186 1121568384.0 145.4001922607422 33.294654846191406 80.32046713919073
68 179.95005798339844 -30.4464111328125 3.6887652512477427 5.634597679764146 1125409024.0 120.73210906982422 65.47222137451172 125.28045501000062
69 180.28126525878906 -30.47933578491211 4.926618041363664 6.773614465570913 1143597824.0 63.6383056640625 87.63587188720703 202.70873302543913
70 180.52078247070312 -29.818639755249023 9.919472777197406 5.860883698657653 1128869504.0 224.51873779296875 60.4932975769043 307.7970672928075
71 179.51783752441406 -29.890960693359375 5.658502515183244 6.06660420601356 1132356864.0 282.7594909667969 45.04159164428711 275.1122166108059
72 180.5418701171875 -29.529640197753906 5.380759093678825 5.25955727162297 1117669376.0 39.87554931640625 49.92698669433594 153.5239423457506
73 179.4266815185547 -30.269670486450195 4.35418736451397 6.1002004868022395 1132872576.0 237.09381103515625 75.6099853515625 271.75248867624896
74 180.03700256347656 -29.941089630126953 2.692793184592085 5.456200697952633 1121057664.0 111.24472045898438 78.24613952636719 483.38343276840726
75 179.8010711669922 -29.804729461669922 2.989219158130422 5.486832056559163 1121529344.0 128.17166137695312 84.42887878417969 161.7830426731867
76 179.5946502685547 -29.94944953918457 9.557876087430362 5.192157126033176 1115747584.0 321.166748046875 71.4013442993164 335.2268512903664
77 180.1889190673828 -29.63167953491211 2.8280239774918585 5.852841889655922 1128132480.0 108.61109924316406 42.81230545043945 71.14055978228113
78 179.73497009277344 -29.6200008392334 5.430344854778732 5.307314185769616 1117935872.0 185.65597534179688 40.73293685913086 254.6526537523341
79 179.44476318359375 -29.744169235229492 4.378816373713986 6.182201392665913 1133500032.0 79.8778076171875 72.92201232910156 268.70721395061474
80 180.48072814941406 -30.341691970825195 5.878796449810303 6.791914725393058 1142799232.0 181.997802734375 43.07449722290039 266.3140772154404
81 179.4278564453125 -30.012266159057617 3.2554456287714673 6.710447927603107 1141438208.0 77.2555160522461 32.512508392333984 79.47155138012651
82 179.5020751953125 -29.995559692382812 3.2423318872589997 5.446404362783728 1119891712.0 338.19427490234375 65.38826751708984 363.96642141331387
83 179.52439880371094 -29.676799774169922 5.490818326797986 5.545814357274291 1121270784.0 157.46498107910156 52.76902770996094 160.08309122185884
84 179.7548828125 -29.894100189208984 4.2477592793675685 5.581397747632168 1121875712.0 177.29092407226562 72.36933135986328 268.6641787854356
85 180.05677795410156 -29.736799240112305 3.2202642104056136 5.309287731496671 1116615040.0 131.77011108398438 59.52710723876953 345.73162454795386
86 179.703369140625 -29.8075008392334 2.8001274051073253 5.6161463852891105 1122190464.0 196.28945922851562 16.69014549255371 46.74945476439113
87 180.312255859375 -29.62183380126953 3.6227355299583963 5.217778183526357 1114181248.0 125.1487808227539 59.161800384521484 119.9932161616522
88 179.87644958496094 -29.57646942138672 3.355639951409534 6.02643451624321 1129094784.0 38.255767822265625 66.67173767089844 368.6387687154431
89 179.50784301757812 -29.57917594909668 4.259132875890269 5.601361958154158 1121421952.0 273.4054260253906 69.4952621459961 264.6321334749939
90 180.3465576171875 -30.368497848510742 3.226247457386704 6.869479417776197 1142060544.0 279.5214538574219 85.99376678466797 163.0011202841433
91 180.1917724609375 -30.029186248779297 3.9537386522382385 6.8505019143217964 1141659008.0 207.47732543945312 58.11515426635742 118.93153422745372
92 179.50186157226562 -29.884910583496094 5.502628915922728 5.547493605423131 1120210560.0 204.71580505371094 57.907196044921875 170.20342008754676
93 179.68031311035156 -30.33304214477539 3.0096825426910834 6.9976308038031005 1143641216.0 72.2232666015625 31.11836051940918 60.15181973697158
94 180.01878356933594 -29.533546447753906 3.265942509611034 7.192706859235395 1146259840.0 29.87432861328125 81.46247863769531 186.76673848012638
95 180.3484649658203 -30.158466339111328 5.1546972021484 6.572391394999616 1137099520.0 207.93899536132812 58.72647476196289 136.9128920813509
96 179.63299560546875 -30.001371383666992 5.114849606113136 7.444999599293635 1149394432.0 42.181243896484375 79.09281921386719 201.09856444937446
97 180.46995544433594 -29.56283950805664 9.726421337008064 5.3843946881792215 1116309632.0 26.58837890625 69.32341766357422 333.50039979288334
98 180.4815673828125 -30.320556640625 3.249639147696231 6.97925071668915 1142525312.0 234.80435180664062 88.32473754882812 163.75036477119448
99 180.0800323486328 -29.967998504638672 4.754283619564324 5.901012239112752 1124952576.0 52.57440185546875 83.5211410522461 203.97845063399592
100 179.45228576660156 -29.807485580444336 5.571611697137674 5.6204707931057625 1119824128.0 221.99411010742188 38.001190185546875 243.01835815037578
101 180.19790649414062 -29.54723358154297 4.2986173285963645 5.700821427704551 1121288192.0 259.20849609375 75.0094985961914 274.05237683271383
102 179.81234741210938 -29.99591064453125 4.720042452528851 5.762527941613887 1122350848.0 58.318939208984375 81.03422546386719 202.90638878672283
103 179.83045959472656 -29.512510299682617 2.951875201514939 6.526822544245785 1134950912.0 26.484512329101562 13.371722221374512 44.575684185057774
104 179.9223175048828 -30.094139099121094 4.546817287799216 6.753624189060043 1137496576.0 270.7071533203125 71.32588958740234 269.53269701897494
105 179.6871337890625 -29.911489486694336 4.54737288753053 6.755175289245632 1137493888.0 271.9251708984375 75.76685333251953 275.6978909230256
106 180.52813720703125 -30.405136108398438 10.091609796156495 5.939914138244071 1123332608.0 110.6736068725586 59.354400634765625 309.3975032404353
107 179.80226135253906 -29.66320037841797 5.586327116129252 5.669769667061323 1118098688.0 317.60546875 55.08728790283203 166.7378916866249
108 179.6217803955078 -29.946449279785156 4.806610404600014 6.0032950311440665 1123789440.0 140.79786682128906 87.96571350097656 206.54538223120957
109 180.11549377441406 -30.193124771118164 5.627128473986951 5.789648175113088 1119900544.0 329.9440612792969 46.716243743896484 149.2232554395761
110 180.3713836669922 -29.74675941467285 3.0225071148436418 5.495545588544958 1114250880.0 261.159423828125 81.52397918701172 188.90946703840854
111 180.14527893066406 -30.00595474243164 3.1474580435673936 6.247658416808135 1127495040.0 238.30728149414062 83.72046661376953 189.8499153917334
112 179.98085021972656 -30.238880157470703 6.119929233443433 7.382006405102402 1144037248.0 276.7059631347656 25.944366455078125 176.83675770728237
113 180.4347381591797 -29.644309997558594 5.613869638585446 5.699702288827504 1116914432.0 84.38031005859375 50.57210922241211 158.23941807414343
114 179.77783203125 -29.886699676513672 4.404506316212927 5.993942050285183 1121945728.0 189.730712890625 68.83053588867188 267.5624952412976
115 180.1568145751953 -29.66530990600586 2.951957761588311 6.360096921837261 1127864704.0 90.04814910888672 37.104225158691406 67.07699919321067
116 180.13766479492188 -30.266433715820312 4.1609776581942794 5.727557680477595 1116849536.0 159.93389892578125 48.63914489746094 149.01784666708488
117 179.7017059326172 -30.449893951416016 10.240991635918098 6.111624551988214 1123247232.0 300.7713317871094 75.92381286621094 350.6978341217199
118 180.48855590820312 -29.786489486694336 4.520012191838861 6.474594105951438 1129123456.0 226.3018798828125 68.21733856201172 266.93108352644236
119 179.891845703125 -30.06501007080078 4.442027406828149 6.126460199685922 1123367296.0 50.721893310546875 79.18622589111328 282.16593355346185
120 179.8440399169922 -29.99979019165039 6.21646727557877 7.662135929074363 1145846016.0 220.7890625 38.190914154052734 247.16217442052158
121 179.63671875 -29.923879623413086 3.0643301764697948 5.662845698807539 1115072256.0 198.18211364746094 85.56712341308594 191.41593893156457
122 180.5164031982422 -29.68423080444336 2.908076719109793 5.936333747792146 1118705536.0 5.9104766845703125 10.07384204864502 58.865672437460425
123 180.0978240966797 -30.017009735107422 5.138352783639409 6.6844248957624774 1130577664.0 217.6148681640625 34.30766677856445 202.99583641994397
124 179.6271514892578 -30.07404136657715 2.94365875792971 6.203556494582602 1122586880.0 37.5166015625 32.424617767333984 62.786615193812615
125 179.6527099609375 -29.56865882873535 3.317129805954296 7.1064305479431535 1136411008.0 178.328369140625 87.75762176513672 166.91814737795977
126 179.5053253173828 -29.573379516601562 3.7357761862138905 6.217558879342673 1122349056.0 55.56146240234375 7.038486957550049 49.24239559809242
127 179.51206970214844 -29.520790100097656 6.115008288923348 7.184694740562592 1137019520.0 155.6481170654297 37.12104415893555 242.91117199891605
128 180.01173400878906 -29.774389266967773 3.178051793134265 5.799075822698164 1114511360.0 25.214736938476562 37.19257736206055 89.13200461249502
129 179.8058319091797 -30.41658592224121 4.5168384185610115 6.340253373520561 1123789440.0 186.3154296875 73.10955047607422 277.0254940612744
130 180.47451782226562 -29.579910278320312 3.4650311281916855 8.073416363910574 1147988096.0 39.18463134765625 82.76769256591797 166.2439875957329
131 179.8354034423828 -30.417829513549805 3.300202835695597 7.011637619511816 1133624704.0 315.2731018066406 86.52287292480469 193.20815452543138
132 180.13058471679688 -29.76782989501953 3.1714716356823756 6.118268365036093 1119599616.0 249.80130004882812 79.70355224609375 165.1667350918609
133 179.7591094970703 -30.003341674804688 4.524814672884968 6.350873010935113 1123304192.0 152.07421875 71.32867431640625 274.74889778784825
134 179.88308715820312 -29.598649978637695 4.4521092513658 6.025396777512338 1117652736.0 275.312744140625 71.3406982421875 274.8902014957292
135 180.30026245117188 -29.722599029541016 2.8562058133695523 6.0577061421082545 1118093440.0 70.88885498046875 71.1893539428711 483.0178486086955
136 180.18833923339844 -29.511310577392578 4.87028801445506 7.955626687601004 1145490432.0 30.8756103515625 78.62126159667969 284.5094477874845
137 179.68751525878906 -29.609779357910156 10.770101791340373 6.936587220167664 1130831488.0 231.13766479492188 75.62084197998047 354.7723046288427
138 180.525634765625 -29.872840881347656 4.565598657400875 6.46203627940635 1123238400.0 16.972747802734375 71.49635314941406 276.2299478969173
139 179.89285278320312 -29.943679809570312 4.705694524895596 8.114599447575742 1146130048.0 187.5970458984375 42.87432098388672 137.95159167077978
140 179.8220977783203 -29.9268798828125 3.2597334596354726 6.534847167831951 1122867200.0 253.43081665039062 87.7586898803711 168.94226499511106
141 179.91287231445312 -30.48832130432129 6.2265087515554525 7.399758570127835 1135391744.0 331.6268615722656 20.694189071655273 148.37951279184216
142 179.57496643066406 -30.314607620239258 5.6766817649823755 8.132532281658996 1143661440.0 145.3968505859375 56.68086624145508 138.96050121714256
143 180.07846069335938 -29.759689331054688 3.6872794153094604 6.395580016108032 1119077504.0 289.8656921386719 50.60098648071289 178.2786055506468
144 180.28253173828125 -29.71047019958496 5.521057605286692 8.609809372841045 1148153344.0 314.1902770996094 87.15007781982422 212.46673076720865
145 179.70819091796875 -29.64044952392578 5.568239056075027 6.928831008008287 1126342528.0 318.60919189453125 12.826045036315918 121.27668225255603
146 179.66822814941406 -30.21519660949707 3.8463867923082824 8.30863516102844 1143769216.0 290.0838623046875 62.5457878112793 371.95750584359286
147 180.2902069091797 -29.54315948486328 4.432739010161948 6.548703596244371 1119535104.0 320.30255126953125 41.86955261230469 137.14575609456094
148 180.2996826171875 -30.446645736694336 10.682716798939174 6.546256380068574 1119422336.0 22.0833740234375 69.545166015625 347.80495758563757
149 179.4380340576172 -29.917770385742188 3.239042678807604 7.936713329327961 1138666624.0 345.69830322265625 32.97705078125 64.72816390860991
150 180.10629272460938 -29.530290603637695 4.634191448805744 7.4836477086467905 1132138368.0 332.1615905761719 46.594261169433594 148.8039395096739
151 180.29293823242188 -29.791610717773438 4.837831756715399 8.535148101712398 1145088640.0 353.4554138183594 42.228721618652344 138.44846674648323
152 179.52386474609375 -29.914249420166016 3.805531357047681 7.941214770553701 1137088640.0 140.30218505859375 57.464778900146484 355.4930171106078
153 179.574462890625 -30.005901336669922 5.489368237253314 6.4787236377030295 1115712512.0 262.2731018066406 24.73689842224121 224.86953380467972
154 179.43698120117188 -30.120859146118164 3.878264483379554 6.543551134265499 1116310528.0 141.2881317138672 16.84672737121582 103.94347895128814
155 180.1407470703125 -29.82509994506836 11.126467237214785 7.303330312834122 1127473408.0 163.12860107421875 77.43594360351562 364.9127596395636
156 179.73785400390625 -29.9168701171875 10.7160109481008 6.481650525163373 1115089792.0 130.9281005859375 63.730445861816406 335.67613221402206
157 179.97357177734375 -30.078216552734375 5.186313998598123 6.913846356901134 1121654272.0 164.09231567382812 89.12200164794922 215.00708699926042
158 179.8839874267578 -29.626100540161133 5.313946074304924 7.463349049460243 1129493376.0 23.70635986328125 82.3411865234375 213.20354613870396
159 179.6469268798828 -29.81753921508789 3.1226323245467373 6.952987975773418 1122130048.0 184.9808349609375 18.793121337890625 51.07964823370618
160 179.62840270996094 -29.609800338745117 3.3478197039941096 6.858278068988462 1119951744.0 199.59274291992188 85.56229400634766 198.32878082762969
161 180.46572875976562 -29.717060089111328 5.473649834489782 7.5222391964785205 1128977280.0 286.3360595703125 33.52935791015625 205.68347151265797
162 180.43881225585938 -30.03054428100586 3.4516601279738772 7.503350789438562 1128105728.0 69.7900390625 80.46358489990234 196.75895390593988
163 179.61143493652344 -29.836639404296875 11.95136018204478 8.972289956594492 1145458048.0 179.01895141601562 59.935028076171875 326.2539483516829
164 180.47116088867188 -30.116079330444336 3.2107969158465957 7.474045905001412 1126935040.0 49.69416809082031 43.93785858154297 76.86052371240645
165 179.6178741455078 -30.15546989440918 3.070220622694749 7.042730689558136 1120527872.0 284.7687072753906 71.91194915771484 500.39653410171104
166 180.18177795410156 -30.209169387817383 11.122169780863643 7.137568442393505 1121437312.0 168.38555908203125 72.821533203125 360.4271384158461
167 180.31764221191406 -30.375404357910156 3.636612163082632 8.735430199411464 1141718144.0 53.712677001953125 87.29273986816406 200.03512397684753
168 179.8380126953125 -29.82316017150879 6.14506674458214 6.759990592071473 1115113344.0 66.54788208007812 53.63458251953125 172.3139186852048
169 179.6691436767578 -30.15414810180664 4.55197260277031 6.802798137116853 1115753728.0 76.0886459350586 45.59978485107422 148.79665920671405
170 180.41976928710938 -29.67205047607422 3.3448671656329845 8.417076541864446 1137492992.0 124.45809936523438 23.12651824951172 55.6820700308357
171 179.4713897705078 -29.627120971679688 5.1702900545056405 9.269043049782892 1146966016.0 309.9153137207031 87.82403564453125 177.115862551173
172 179.59957885742188 -29.815330505371094 3.4478837244567 7.375522867405488 1124012544.0 150.17408752441406 84.65225219726562 199.698692933345
173 180.04159545898438 -30.098617553710938 4.198770554464326 9.06158549711557 1144696448.0 190.4442138671875 47.77532958984375 175.21880857929045
174 179.8114776611328 -29.623790740966797 3.19977443580787 7.316699176322428 1122981760.0 260.5977783203125 27.692947387695312 60.35391444170805
175 180.29727172851562 -29.55303955078125 5.706701400770457 8.393922664308388 1136605568.0 206.24832153320312 34.8711051940918 214.4794610278828
176 180.03805541992188 -29.76264190673828 12.039617624954726 9.059849001046327 1144157312.0 276.6385803222656 72.18958282470703 360.397574076442
177 180.09768676757812 -30.208383560180664 6.401476758784715 7.534056120839331 1125464960.0 132.23667907714844 33.33399963378906 230.8961639052591
178 180.45655822753906 -30.29166030883789 5.306219657926496 7.2118970119476575 1120946176.0 259.40875244140625 86.47632598876953 217.23636647015053
179 179.5060577392578 -30.170902252197266 5.541440080800432 7.0905141283833695 1119114496.0 332.6044921875 55.87152862548828 141.33074712504813
180 179.507568359375 -30.484882354736328 6.3729587043093066 7.417825667287236 1123617920.0 347.46246337890625 31.559192657470703 220.492909882956
181 179.84710693359375 -30.28907585144043 4.824157073465628 7.434707622002671 1123768960.0 25.6845703125 89.55364990234375 177.68512760788727
182 180.48504638671875 -30.063871383666992 4.974633050089651 7.788137500392631 1128250880.0 266.6323547363281 70.81888580322266 284.5853519327281
183 180.04071044921875 -29.966524124145508 4.9094161343498435 7.448683893661891 1123164928.0 213.85205078125 65.66976928710938 275.0470956229755
184 179.80142211914062 -29.912090301513672 3.9429999571776624 7.372223013526255 1121960832.0 270.20343017578125 52.24306106567383 187.40292951148678
185 179.76260375976562 -30.30738639831543 3.100478548110516 7.1106054538202725 1117917440.0 150.37733459472656 72.90483856201172 507.4159509276762
186 179.77444458007812 -30.119810104370117 4.786590321818415 7.1967323036952005 1119101952.0 336.7101135253906 83.44353485107422 177.10865705557094
187 179.79014587402344 -30.460264205932617 3.977743014857611 7.562723574364059 1124218112.0 225.6051025390625 47.0488166809082 174.24508937265213
188 179.47561645507812 -29.6931095123291 11.201417245148507 7.151274680235577 1118184960.0 58.46142578125 64.4556655883789 343.45000337761644
189 179.6847381591797 -30.05938148498535 5.7571427803194135 7.178577969943474 1118197120.0 77.36572265625 28.406965255737305 260.03958045005305
190 180.09768676757812 -29.818307876586914 11.111434493154745 6.951067013314744 1114784512.0 40.95686340332031 73.76932525634766 365.5184788887687
191 179.89901733398438 -29.681650161743164 5.056819934467112 8.115822379735016 1130729728.0 75.57717895507812 65.25234985351562 274.95040183516113
192 179.78663635253906 -30.126867294311523 4.964619431936945 7.655510934487793 1124649856.0 152.6432647705078 68.14126586914062 280.960919663313
193 179.76541137695312 -29.812950134277344 3.242827286463982 7.486329451634524 1122089344.0 259.6473693847656 16.791915893554688 50.25868821090469
194 180.08090209960938 -30.435258865356445 3.4723914978464303 9.258422667829814 1143517824.0 66.02671813964844 38.417667388916016 72.15992113418964
195 180.5312042236328 -30.24559211730957 6.810688907154256 9.125492615508472 1141943808.0 24.4027099609375 54.51551818847656 175.72393678960623
196 180.46270751953125 -30.435087203979492 4.131784019048371 9.69323979295523 1147575552.0 297.8586730957031 63.23905563354492 384.9700226873615
197 180.4658203125 -30.143815994262695 3.936155712806229 7.238021408890491 1117905536.0 166.97579956054688 51.39457321166992 186.26238593862604
198 180.53256225585938 -30.18891716003418 6.154237519952415 8.785827460676366 1137618944.0 178.02880859375 30.881855010986328 281.0699268275606
199 180.27279663085938 -29.969749450683594 11.356260574340803 7.3970378071655265 1120045440.0 227.944580078125 63.338134765625 341.56459257678836
200 179.66258239746094 -29.707984924316406 5.250527600803841 9.489236920979927 1145111296.0 171.82839965820312 86.8203125 178.82368463596785
201 180.11566162109375 -30.33234405517578 5.384555225855409 9.751850224079677 1147354752.0 320.31591796875 65.49513244628906 276.6111084860201
202 179.76089477539062 -30.486066818237305 5.59476830204304 7.696017042764043 1123511808.0 125.31074523925781 19.645652770996094 130.64003518308147
203 180.50064086914062 -30.32575225830078 3.805307023871546 7.467303188181419 1120338688.0 53.23021697998047 67.50151824951172 399.1146286076718
204 179.6555938720703 -29.936080932617188 3.8467414420187125 7.72566538024062 1123807232.0 14.487533569335938 66.41236877441406 395.9800613129732
205 180.41891479492188 -29.847410202026367 6.372516500900593 9.733885156277049 1147018496.0 302.6540222167969 24.33454704284668 226.9001053042109
206 179.62957763671875 -30.2784366607666 4.881841126659783 7.138436192550877 1114635648.0 277.15234375 76.57811737060547 296.1470136751744
207 180.17733764648438 -29.773670196533203 3.500789350395404 7.469353534552829 1119341056.0 350.9729309082031 80.56197357177734 200.7313196057325
208 180.2198486328125 -29.67704963684082 3.1994648538962065 7.255335475472734 1115859712.0 126.48301696777344 53.78956604003906 118.29660459501319
209 180.5392303466797 -30.15117835998535 5.376789419495962 9.615026640487761 1144235392.0 134.8743438720703 77.28368377685547 297.49572393994373
